year,day,state,wfhpct,age1824pct,age2539pct,age4054pct,age55pluspct,income50minuspct,income50100pct,income100pluspct,population2019,date
2020,16-Sep,WA,0.42081337,0.119424097,0.349443041,0.280512335,0.250620527,0.136494622,0.272921576,0.590583802,7614893,September 16 2020
2020,16-Sep,WI,0.368427096,0.111843214,0.357620576,0.292209534,0.238326677,0.196810801,0.322559442,0.480629758,5822434,September 16 2020
2020,16-Sep,WV,0.247879483,0.121334107,0.294059772,0.345355113,0.239251008,0.193481244,0.391075582,0.415443173,1792147,September 16 2020
2020,16-Sep,WY,0.276905107,0.139428759,0.377491956,0.295765292,0.187313993,0.162207297,0.330936041,0.506856662,578759,September 16 2020
2020,30-Sep,AK,0.3459493,0.105781907,0.343100922,0.287143334,0.263973837,0.117134702,0.371496733,0.511368565,731545,September 30 2020
2020,30-Sep,AL,0.257393991,0.142091462,0.295254855,0.303806319,0.258847365,0.254955097,0.339203669,0.405841234,4903185,September 30 2020
2020,30-Sep,AR,0.201451127,0.09929394,0.359673164,0.313880719,0.227152177,0.278097212,0.321798246,0.400104542,3017804,September 30 2020
2020,30-Sep,AZ,0.38361868,0.11704116,0.338264182,0.293844208,0.25085045,0.238585748,0.35304234,0.408371912,7278717,September 30 2020
2020,30-Sep,CA,0.388538283,0.084838326,0.382766553,0.27969991,0.252695211,0.155568097,0.281778296,0.562653607,39512223,September 30 2020
2020,30-Sep,CO,0.455224526,0.069512827,0.4481111,0.264475928,0.217900146,0.120331109,0.319180128,0.560488763,5758736,September 30 2020
2020,30-Sep,CT,0.432618035,0.118660865,0.255170502,0.305712463,0.32045617,0.134020165,0.232261021,0.633718813,3565287,September 30 2020
2020,30-Sep,DC,0.633456574,0.025817219,0.543768375,0.257898695,0.17251571,0.147561522,0.181622234,0.670816244,705749,September 30 2020
2020,30-Sep,DE,0.340122998,0.052945878,0.35397591,0.290936604,0.302141608,0.135924024,0.368620877,0.495455098,973764,September 30 2020
2020,30-Sep,FL,0.308932258,0.086418366,0.317965459,0.318742733,0.276873442,0.261647301,0.311265682,0.427087017,21477737,September 30 2020
2020,30-Sep,GA,0.37572669,0.119916391,0.296627184,0.3484593,0.234997124,0.224080396,0.309180556,0.466739048,10617423,September 30 2020
2020,30-Sep,HI,0.350347342,0.102383144,0.360421525,0.268957593,0.268237738,0.145935602,0.326069245,0.527995153,1415872,September 30 2020
2020,30-Sep,IA,0.328320601,0.11304075,0.384403724,0.302548494,0.200007031,0.143391632,0.353215658,0.503392711,3155070,September 30 2020
2020,30-Sep,ID,0.303855689,0.113133638,0.379386083,0.298917143,0.208563137,0.218091015,0.379362641,0.402546343,1787065,September 30 2020
2020,30-Sep,IL,0.394328566,0.119489919,0.317184062,0.289608429,0.27371759,0.177829925,0.31735608,0.504813996,12671821,September 30 2020
2020,30-Sep,IN,0.299048738,0.106149889,0.325110427,0.340533715,0.228205969,0.193506361,0.319869921,0.486623719,6732219,September 30 2020
2020,30-Sep,KS,0.339090777,0.152615011,0.329578063,0.283441611,0.234365315,0.201562344,0.361445805,0.436991851,2913314,September 30 2020
2020,30-Sep,KY,0.297052149,0.061762053,0.394644,0.304827012,0.238766935,0.151921915,0.457752594,0.39032549,4467673,September 30 2020
2020,30-Sep,LA,0.26017796,0.103381744,0.303339909,0.324948398,0.268329949,0.225301761,0.357103506,0.417594733,4648794,September 30 2020
2020,30-Sep,MA,0.477152192,0.112427839,0.33689434,0.275317108,0.275360712,0.104798835,0.263866036,0.631335129,6892503,September 30 2020
2020,30-Sep,MD,0.479692998,0.086488707,0.305552,0.340351582,0.267607711,0.101806464,0.225671774,0.672521762,6045680,September 30 2020
2020,30-Sep,ME,0.338710991,0.106933061,0.298172641,0.349593138,0.24530116,0.16642306,0.354232568,0.479344372,1344212,September 30 2020
2020,30-Sep,MI,0.354504054,0.116813473,0.287914851,0.328122998,0.267148679,0.161895859,0.319941622,0.518162519,9986857,September 30 2020
2020,30-Sep,MN,0.409250715,0.112101691,0.364692092,0.302370714,0.220835503,0.11813557,0.286415878,0.595448551,5639632,September 30 2020
2020,30-Sep,MO,0.355379887,0.120637158,0.333929478,0.270813652,0.274619712,0.262639795,0.350246329,0.387113876,6137428,September 30 2020
2020,30-Sep,MS,0.206525129,0.065298388,0.354539043,0.309180671,0.270981898,0.20248553,0.406903936,0.390610534,2976149,September 30 2020
2020,30-Sep,MT,0.336186158,0.113885828,0.376989693,0.269488931,0.239635547,0.285082427,0.390066953,0.32485062,1068778,September 30 2020
2020,30-Sep,NC,0.309615302,0.074776249,0.288937106,0.336501522,0.299785123,0.221643526,0.291941453,0.486415021,10488084,September 30 2020
2020,30-Sep,ND,0.282434582,0.054510365,0.397340125,0.270897609,0.2772519,0.112220718,0.324466379,0.563312903,762062,September 30 2020
2020,30-Sep,NE,0.360811393,0.114648055,0.378438053,0.280589631,0.226324261,0.18835278,0.342105619,0.469541601,1934408,September 30 2020
2020,30-Sep,NH,0.424437008,0.080484403,0.30515912,0.301380368,0.312976109,0.108511833,0.312806132,0.578682035,1359711,September 30 2020
2020,30-Sep,NJ,0.478500703,0.101825484,0.304264431,0.304611932,0.289298153,0.063919137,0.281813994,0.654266869,8882190,September 30 2020
2020,30-Sep,NM,0.361346713,0.08162768,0.340309839,0.257777118,0.320285363,0.375451387,0.282283374,0.342265239,2096829,September 30 2020
2020,30-Sep,NV,0.273138126,0.10707488,0.357663711,0.299883507,0.235377902,0.239531552,0.358080497,0.402387951,3080156,September 30 2020
2020,30-Sep,NY,0.41428793,0.093640835,0.384773527,0.24504831,0.276537328,0.151280795,0.339234485,0.509484719,19453561,September 30 2020
2020,30-Sep,OH,0.326412995,0.142460061,0.309874602,0.298228205,0.249437133,0.194343982,0.303359465,0.502296553,11689100,September 30 2020
2020,30-Sep,OK,0.270639502,0.118300152,0.318326571,0.328297264,0.235076014,0.197312467,0.468890963,0.33379657,3956971,September 30 2020
2020,30-Sep,OR,0.37436549,0.151764196,0.349696419,0.288416207,0.210123179,0.223253852,0.307511219,0.469234928,4217737,September 30 2020
